chapter,text
Chapter 29,"“No,” replied Mr. Fogg."
Chapter 29,"“It’s the next station. The train will be there in an hour, and will"
Chapter 29,stop there ten minutes. In ten minutes several revolver-shots could be
Chapter 29,exchanged.”
Chapter 29,"“Very well,” said Mr. Fogg. “I will stop at Plum Creek.”"
Chapter 29,"“And I guess you’ll stay there too,” added the American insolently."
Chapter 29,"“Who knows?” replied Mr. Fogg, returning to the car as coolly as usual."
Chapter 29,"He began to reassure Aouda, telling her that blusterers were never to"
Chapter 29,"be feared, and begged Fix to be his second at the approaching duel, a"
Chapter 29,request which the detective could not refuse. Mr. Fogg resumed the
Chapter 29,interrupted game with perfect calmness.
Chapter 29,At eleven o’clock the locomotive’s whistle announced that they were
Chapter 29,"approaching Plum Creek station. Mr. Fogg rose, and, followed by Fix,"
Chapter 29,"went out upon the platform. Passepartout accompanied him, carrying a"
Chapter 29,"pair of revolvers. Aouda remained in the car, as pale as death."
Chapter 29,"The door of the next car opened, and Colonel Proctor appeared on the"
Chapter 29,"platform, attended by a Yankee of his own stamp as his second. But just"
Chapter 29,"as the combatants were about to step from the train, the conductor"
Chapter 29,"hurried up, and shouted, “You can’t get off, gentlemen!”"
Chapter 29,“Why not?” asked the colonel.
Chapter 29,"“We are twenty minutes late, and we shall not stop.”"
Chapter 29,“But I am going to fight a duel with this gentleman.”
Chapter 29,"“I am sorry,” said the conductor; “but we shall be off at once. There’s"
Chapter 29,the bell ringing now.”
Chapter 29,The train started.
Chapter 29,"“I’m really very sorry, gentlemen,” said the conductor. “Under any"
Chapter 29,"other circumstances I should have been happy to oblige you. But, after"
Chapter 29,"all, as you have not had time to fight here, why not fight as we go"
Chapter 29,along?”
Chapter 29,"“That wouldn’t be convenient, perhaps, for this gentleman,” said the"
Chapter 29,"colonel, in a jeering tone."
Chapter 29,"“It would be perfectly so,” replied Phileas Fogg."
Chapter 29,"“Well, we are really in America,” thought Passepartout, “and the"
Chapter 29,conductor is a gentleman of the first order!”
Chapter 29,"So muttering, he followed his master."
Chapter 29,"The two combatants, their seconds, and the conductor passed through the"
Chapter 29,cars to the rear of the train. The last car was only occupied by a
Chapter 29,"dozen passengers, whom the conductor politely asked if they would not"
Chapter 29,"be so kind as to leave it vacant for a few moments, as two gentlemen"
Chapter 29,had an affair of honour to settle. The passengers granted the request
Chapter 29,"with alacrity, and straightway disappeared on the platform."
Chapter 29,"The car, which was some fifty feet long, was very convenient for their"
Chapter 29,"purpose. The adversaries might march on each other in the aisle, and"
Chapter 29,fire at their ease. Never was duel more easily arranged. Mr. Fogg and
Chapter 29,"Colonel Proctor, each provided with two six-barrelled revolvers,"
Chapter 29,"entered the car. The seconds, remaining outside, shut them in. They"
Chapter 29,were to begin firing at the first whistle of the locomotive. After an
Chapter 29,"interval of two minutes, what remained of the two gentlemen would be"
Chapter 29,taken from the car.
Chapter 29,"Nothing could be more simple. Indeed, it was all so simple that Fix and"
Chapter 29,Passepartout felt their hearts beating as if they would crack. They
Chapter 29,"were listening for the whistle agreed upon, when suddenly savage cries"
Chapter 29,"resounded in the air, accompanied by reports which certainly did not"
Chapter 29,issue from the car where the duellists were. The reports continued in
Chapter 29,front and the whole length of the train. Cries of terror proceeded from
Chapter 29,the interior of the cars.
Chapter 29,"Colonel Proctor and Mr. Fogg, revolvers in hand, hastily quitted their"
Chapter 29,"prison, and rushed forward where the noise was most clamorous. They"
Chapter 29,then perceived that the train was attacked by a band of Sioux.
Chapter 29,"This was not the first attempt of these daring Indians, for more than"
Chapter 29,"once they had waylaid trains on the road. A hundred of them had,"
Chapter 29,"according to their habit, jumped upon the steps without stopping the"
Chapter 29,"train, with the ease of a clown mounting a horse at full gallop."
Chapter 29,"The Sioux were armed with guns, from which came the reports, to which"
Chapter 29,"the passengers, who were almost all armed, responded by revolver-shots."
Chapter 29,"The Indians had first mounted the engine, and half stunned the engineer"
Chapter 29,"and stoker with blows from their muskets. A Sioux chief, wishing to"
Chapter 29,"stop the train, but not knowing how to work the regulator, had opened"
Chapter 29,"wide instead of closing the steam-valve, and the locomotive was"
Chapter 29,plunging forward with terrific velocity.
Chapter 29,"The Sioux had at the same time invaded the cars, skipping like enraged"
Chapter 29,"monkeys over the roofs, thrusting open the doors, and fighting hand to"
Chapter 29,"hand with the passengers. Penetrating the baggage-car, they pillaged"
Chapter 29,"it, throwing the trunks out of the train. The cries and shots were"
Chapter 29,constant. The travellers defended themselves bravely; some of the cars
Chapter 29,"were barricaded, and sustained a siege, like moving forts, carried"
Chapter 29,along at a speed of a hundred miles an hour.
Chapter 29,Aouda behaved courageously from the first. She defended herself like a
Chapter 29,"true heroine with a revolver, which she shot through the broken windows"
Chapter 29,whenever a savage made his appearance. Twenty Sioux had fallen mortally
Chapter 29,"wounded to the ground, and the wheels crushed those who fell upon the"
Chapter 29,"rails as if they had been worms. Several passengers, shot or stunned,"
Chapter 29,lay on the seats.
Chapter 29,"It was necessary to put an end to the struggle, which had lasted for"
Chapter 29,"ten minutes, and which would result in the triumph of the Sioux if the"
Chapter 29,"train was not stopped. Fort Kearney station, where there was a"
Chapter 29,"garrison, was only two miles distant; but, that once passed, the Sioux"
Chapter 29,would be masters of the train between Fort Kearney and the station
Chapter 29,beyond.
Chapter 29,"The conductor was fighting beside Mr. Fogg, when he was shot and fell."
Chapter 29,"At the same moment he cried, “Unless the train is stopped in five"
Chapter 29,"minutes, we are lost!”"
Chapter 29,"“It shall be stopped,” said Phileas Fogg, preparing to rush from the"
Chapter 29,car.
Chapter 29,"“Stay, monsieur,” cried Passepartout; “I will go.”"
Chapter 29,"Mr. Fogg had not time to stop the brave fellow, who, opening a door"
Chapter 29,"unperceived by the Indians, succeeded in slipping under the car; and"
Chapter 29,while the struggle continued and the balls whizzed across each other
Chapter 29,"over his head, he made use of his old acrobatic experience, and with"
Chapter 29,"amazing agility worked his way under the cars, holding on to the"
Chapter 29,"chains, aiding himself by the brakes and edges of the sashes, creeping"
Chapter 29,"from one car to another with marvellous skill, and thus gaining the"
Chapter 29,forward end of the train.
Chapter 29,"There, suspended by one hand between the baggage-car and the tender,"
Chapter 29,"with the other he loosened the safety chains; but, owing to the"
Chapter 29,"traction, he would never have succeeded in unscrewing the yoking-bar,"
Chapter 29,"had not a violent concussion jolted this bar out. The train, now"
Chapter 29,"detached from the engine, remained a little behind, whilst the"
Chapter 29,locomotive rushed forward with increased speed.
Chapter 29,"Carried on by the force already acquired, the train still moved for"
Chapter 29,"several minutes; but the brakes were worked and at last they stopped,"
Chapter 29,less than a hundred feet from Kearney station.
Chapter 29,"The soldiers of the fort, attracted by the shots, hurried up; the Sioux"
Chapter 29,"had not expected them, and decamped in a body before the train entirely"
Chapter 29,stopped.
Chapter 29,But when the passengers counted each other on the station platform
Chapter 29,"several were found missing; among others the courageous Frenchman,"
Chapter 29,whose devotion had just saved them.
Chapter 30,CHAPTER XXX.
Chapter 30,IN WHICH PHILEAS FOGG SIMPLY DOES HIS DUTY
Chapter 30,Three passengers including Passepartout had disappeared. Had they been
Chapter 30,killed in the struggle? Were they taken prisoners by the Sioux? It was
Chapter 30,impossible to tell.
Chapter 30,"There were many wounded, but none mortally. Colonel Proctor was one of"
Chapter 30,"the most seriously hurt; he had fought bravely, and a ball had entered"
Chapter 30,his groin. He was carried into the station with the other wounded
Chapter 30,"passengers, to receive such attention as could be of avail."
Chapter 30,"Aouda was safe; and Phileas Fogg, who had been in the thickest of the"
Chapter 30,"fight, had not received a scratch. Fix was slightly wounded in the arm."
Chapter 30,"But Passepartout was not to be found, and tears coursed down Aouda’s"
Chapter 30,cheeks.
Chapter 30,"All the passengers had got out of the train, the wheels of which were"
Chapter 30,stained with blood. From the tyres and spokes hung ragged pieces of
Chapter 30,"flesh. As far as the eye could reach on the white plain behind, red"
Chapter 30,"trails were visible. The last Sioux were disappearing in the south,"
Chapter 30,along the banks of Republican River.
Chapter 30,"Mr. Fogg, with folded arms, remained motionless. He had a serious"
Chapter 30,"decision to make. Aouda, standing near him, looked at him without"
Chapter 30,"speaking, and he understood her look. If his servant was a prisoner,"
Chapter 30,ought he not to risk everything to rescue him from the Indians? “I will
Chapter 30,"find him, living or dead,” said he quietly to Aouda."
Chapter 30,"“Ah, Mr.—Mr. Fogg!” cried she, clasping his hands and covering them"
Chapter 30,with tears.
Chapter 30,"“Living,” added Mr. Fogg, “if we do not lose a moment.”"
Chapter 30,"Phileas Fogg, by this resolution, inevitably sacrificed himself; he"
Chapter 30,pronounced his own doom. The delay of a single day would make him lose
Chapter 30,"the steamer at New York, and his bet would be certainly lost. But as he"
Chapter 30,"thought, “It is my duty,” he did not hesitate."
Chapter 30,The commanding officer of Fort Kearney was there. A hundred of his
Chapter 30,"soldiers had placed themselves in a position to defend the station,"
Chapter 30,should the Sioux attack it.
Chapter 30,"“Sir,” said Mr. Fogg to the captain, “three passengers have"
Chapter 30,disappeared.”
Chapter 30,“Dead?” asked the captain.
Chapter 30,“Dead or prisoners; that is the uncertainty which must be solved. Do
Chapter 30,you propose to pursue the Sioux?”
Chapter 30,"“That’s a serious thing to do, sir,” returned the captain. “These"
Chapter 30,"Indians may retreat beyond the Arkansas, and I cannot leave the fort"
Chapter 30,unprotected.”
Chapter 30,"“The lives of three men are in question, sir,” said Phileas Fogg."
Chapter 30,“Doubtless; but can I risk the lives of fifty men to save three?”
Chapter 30,"“I don’t know whether you can, sir; but you ought to do so.”"
Chapter 30,"“Nobody here,” returned the other, “has a right to teach me my duty.”"
Chapter 30,"“Very well,” said Mr. Fogg, coldly. “I will go alone.”"
Chapter 30,"“You, sir!” cried Fix, coming up; “you go alone in pursuit of the"
Chapter 30,Indians?”
Chapter 30,“Would you have me leave this poor fellow to perish—him to whom every
Chapter 30,one present owes his life? I shall go.”
Chapter 30,"“No, sir, you shall not go alone,” cried the captain, touched in spite"
Chapter 30,"of himself. “No! you are a brave man. Thirty volunteers!” he added,"
Chapter 30,turning to the soldiers.
Chapter 30,The whole company started forward at once. The captain had only to pick
Chapter 30,"his men. Thirty were chosen, and an old sergeant placed at their head."
Chapter 30,"“Thanks, captain,” said Mr. Fogg."
Chapter 30,“Will you let me go with you?” asked Fix.
Chapter 30,"“Do as you please, sir. But if you wish to do me a favour, you will"
Chapter 30,remain with Aouda. In case anything should happen to me—”
Chapter 30,A sudden pallor overspread the detective’s face. Separate himself from
Chapter 30,the man whom he had so persistently followed step by step! Leave him to
Chapter 30,"wander about in this desert! Fix gazed attentively at Mr. Fogg, and,"
Chapter 30,despite his suspicions and of the struggle which was going on within
Chapter 30,"him, he lowered his eyes before that calm and frank look."
Chapter 30,"“I will stay,” said he."
Chapter 30,"A few moments after, Mr. Fogg pressed the young woman’s hand, and,"
Chapter 30,"having confided to her his precious carpet-bag, went off with the"
Chapter 30,"sergeant and his little squad. But, before going, he had said to the"
Chapter 30,"soldiers, “My friends, I will divide five thousand dollars among you,"
Chapter 30,if we save the prisoners.”
Chapter 30,It was then a little past noon.
Chapter 30,"Aouda retired to a waiting-room, and there she waited alone, thinking"
Chapter 30,"of the simple and noble generosity, the tranquil courage of Phileas"
Chapter 30,"Fogg. He had sacrificed his fortune, and was now risking his life, all"
Chapter 30,"without hesitation, from duty, in silence."
Chapter 30,"Fix did not have the same thoughts, and could scarcely conceal his"
Chapter 30,"agitation. He walked feverishly up and down the platform, but soon"
Chapter 30,resumed his outward composure. He now saw the folly of which he had
Chapter 30,"been guilty in letting Fogg go alone. What! This man, whom he had just"
Chapter 30,"followed around the world, was permitted now to separate himself from"
Chapter 30,"him! He began to accuse and abuse himself, and, as if he were director"
Chapter 30,"of police, administered to himself a sound lecture for his greenness."
Chapter 30,"“I have been an idiot!” he thought, “and this man will see it. He has"
Chapter 30,"gone, and won’t come back! But how is it that I, Fix, who have in my"
Chapter 30,"pocket a warrant for his arrest, have been so fascinated by him?"
Chapter 30,"Decidedly, I am nothing but an ass!”"
Chapter 30,"So reasoned the detective, while the hours crept by all too slowly. He"
Chapter 30,did not know what to do. Sometimes he was tempted to tell Aouda all;
Chapter 30,but he could not doubt how the young woman would receive his
Chapter 30,confidences. What course should he take? He thought of pursuing Fogg
Chapter 30,across the vast white plains; it did not seem impossible that he might
Chapter 30,"overtake him. Footsteps were easily printed on the snow! But soon,"
Chapter 30,"under a new sheet, every imprint would be effaced."
Chapter 30,Fix became discouraged. He felt a sort of insurmountable longing to
Chapter 30,"abandon the game altogether. He could now leave Fort Kearney station,"
Chapter 30,and pursue his journey homeward in peace.
Chapter 30,"Towards two o’clock in the afternoon, while it was snowing hard, long"
Chapter 30,"whistles were heard approaching from the east. A great shadow, preceded"
Chapter 30,"by a wild light, slowly advanced, appearing still larger through the"
Chapter 30,"mist, which gave it a fantastic aspect. No train was expected from the"
Chapter 30,"east, neither had there been time for the succour asked for by"
Chapter 30,telegraph to arrive; the train from Omaha to San Francisco was not due
Chapter 30,till the next day. The mystery was soon explained.
Chapter 30,"The locomotive, which was slowly approaching with deafening whistles,"
Chapter 30,"was that which, having been detached from the train, had continued its"
Chapter 30,"route with such terrific rapidity, carrying off the unconscious"
Chapter 30,"engineer and stoker. It had run several miles, when, the fire becoming"
Chapter 30,"low for want of fuel, the steam had slackened; and it had finally"
Chapter 30,"stopped an hour after, some twenty miles beyond Fort Kearney. Neither"
Chapter 30,"the engineer nor the stoker was dead, and, after remaining for some"
Chapter 30,"time in their swoon, had come to themselves. The train had then"
Chapter 30,"stopped. The engineer, when he found himself in the desert, and the"
Chapter 30,"locomotive without cars, understood what had happened. He could not"
Chapter 30,imagine how the locomotive had become separated from the train; but he
Chapter 30,did not doubt that the train left behind was in distress.
Chapter 30,He did not hesitate what to do. It would be prudent to continue on to
Chapter 30,"Omaha, for it would be dangerous to return to the train, which the"
Chapter 30,"Indians might still be engaged in pillaging. Nevertheless, he began to"
Chapter 30,"rebuild the fire in the furnace; the pressure again mounted, and the"
Chapter 30,"locomotive returned, running backwards to Fort Kearney. This it was"
Chapter 30,which was whistling in the mist.
Chapter 30,The travellers were glad to see the locomotive resume its place at the
Chapter 30,head of the train. They could now continue the journey so terribly
Chapter 30,interrupted.
Chapter 30,"Aouda, on seeing the locomotive come up, hurried out of the station,"
Chapter 30,"and asked the conductor, “Are you going to start?”"
Chapter 30,"“At once, madam.”"
Chapter 30,"“But the prisoners, our unfortunate fellow-travellers—”"
Chapter 30,"“I cannot interrupt the trip,” replied the conductor. “We are already"
Chapter 30,three hours behind time.”
Chapter 30,“And when will another train pass here from San Francisco?”
Chapter 30,"“To-morrow evening, madam.”"
Chapter 30,“To-morrow evening! But then it will be too late! We must wait—”
Chapter 30,"“It is impossible,” responded the conductor. “If you wish to go, please"
Chapter 30,get in.”
Chapter 30,"“I will not go,” said Aouda."
Chapter 30,"Fix had heard this conversation. A little while before, when there was"
Chapter 30,"no prospect of proceeding on the journey, he had made up his mind to"
Chapter 30,"leave Fort Kearney; but now that the train was there, ready to start,"
Chapter 30,"and he had only to take his seat in the car, an irresistible influence"
Chapter 30,"held him back. The station platform burned his feet, and he could not"
Chapter 30,stir. The conflict in his mind again began; anger and failure stifled
Chapter 30,him. He wished to struggle on to the end.
Chapter 30,"Meanwhile the passengers and some of the wounded, among them Colonel"
Chapter 30,"Proctor, whose injuries were serious, had taken their places in the"
Chapter 30,"train. The buzzing of the over-heated boiler was heard, and the steam"
Chapter 30,"was escaping from the valves. The engineer whistled, the train started,"
Chapter 30,"and soon disappeared, mingling its white smoke with the eddies of the"
Chapter 30,densely falling snow.
Chapter 30,The detective had remained behind.
Chapter 30,"Several hours passed. The weather was dismal, and it was very cold. Fix"
Chapter 30,sat motionless on a bench in the station; he might have been thought
Chapter 30,"asleep. Aouda, despite the storm, kept coming out of the waiting-room,"
Chapter 30,"going to the end of the platform, and peering through the tempest of"
Chapter 30,"snow, as if to pierce the mist which narrowed the horizon around her,"
Chapter 30,"and to hear, if possible, some welcome sound. She heard and saw"
Chapter 30,"nothing. Then she would return, chilled through, to issue out again"
Chapter 30,"after the lapse of a few moments, but always in vain."
Chapter 30,"Evening came, and the little band had not returned. Where could they"
Chapter 30,"be? Had they found the Indians, and were they having a conflict with"
Chapter 30,"them, or were they still wandering amid the mist? The commander of the"
Chapter 30,"fort was anxious, though he tried to conceal his apprehensions. As"
Chapter 30,"night approached, the snow fell less plentifully, but it became"
Chapter 30,intensely cold. Absolute silence rested on the plains. Neither flight
Chapter 30,of bird nor passing of beast troubled the perfect calm.
Chapter 30,"Throughout the night Aouda, full of sad forebodings, her heart stifled"
Chapter 30,"with anguish, wandered about on the verge of the plains. Her"
Chapter 30,"imagination carried her far off, and showed her innumerable dangers."
Chapter 30,What she suffered through the long hours it would be impossible to
Chapter 30,describe.
Chapter 30,"Fix remained stationary in the same place, but did not sleep. Once a"
Chapter 30,"man approached and spoke to him, and the detective merely replied by"
Chapter 30,shaking his head.
Chapter 30,"Thus the night passed. At dawn, the half-extinguished disc of the sun"
Chapter 30,rose above a misty horizon; but it was now possible to recognise
Chapter 30,objects two miles off. Phileas Fogg and the squad had gone southward;
Chapter 30,in the south all was still vacancy. It was then seven o’clock.
Chapter 30,"The captain, who was really alarmed, did not know what course to take."
Chapter 30,Should he send another detachment to the rescue of the first? Should he
Chapter 30,"sacrifice more men, with so few chances of saving those already"
Chapter 30,"sacrificed? His hesitation did not last long, however. Calling one of"
Chapter 30,"his lieutenants, he was on the point of ordering a reconnaissance, when"
Chapter 30,gunshots were heard. Was it a signal? The soldiers rushed out of the
Chapter 30,"fort, and half a mile off they perceived a little band returning in"
Chapter 30,good order.
Chapter 30,"Mr. Fogg was marching at their head, and just behind him were"
Chapter 30,"Passepartout and the other two travellers, rescued from the Sioux."
Chapter 30,They had met and fought the Indians ten miles south of Fort Kearney.
Chapter 30,"Shortly before the detachment arrived, Passepartout and his companions"
Chapter 30,"had begun to struggle with their captors, three of whom the Frenchman"
Chapter 30,"had felled with his fists, when his master and the soldiers hastened up"
Chapter 30,to their relief.
Chapter 30,All were welcomed with joyful cries. Phileas Fogg distributed the
Chapter 30,"reward he had promised to the soldiers, while Passepartout, not without"
Chapter 30,"reason, muttered to himself, “It must certainly be confessed that I"
Chapter 30,cost my master dear!”
Chapter 30,"Fix, without saying a word, looked at Mr. Fogg, and it would have been"
Chapter 30,difficult to analyse the thoughts which struggled within him. As for
Chapter 30,"Aouda, she took her protector’s hand and pressed it in her own, too"
Chapter 30,much moved to speak.
Chapter 30,"Meanwhile, Passepartout was looking about for the train; he thought he"
Chapter 30,"should find it there, ready to start for Omaha, and he hoped that the"
Chapter 30,time lost might be regained.
Chapter 30,“The train! the train!” cried he.
Chapter 30,"“Gone,” replied Fix."
Chapter 30,“And when does the next train pass here?” said Phileas Fogg.
Chapter 30,“Not till this evening.”
Chapter 30,“Ah!” returned the impassible gentleman quietly.
Chapter 31,CHAPTER XXXI.
Chapter 31,"IN WHICH FIX, THE DETECTIVE, CONSIDERABLY FURTHERS THE INTERESTS OF"
Chapter 31,PHILEAS FOGG
Chapter 31,"Phileas Fogg found himself twenty hours behind time. Passepartout, the"
Chapter 31,"involuntary cause of this delay, was desperate. He had ruined his"
Chapter 31,master!
Chapter 31,"At this moment the detective approached Mr. Fogg, and, looking him"
Chapter 31,"intently in the face, said:"
Chapter 31,"“Seriously, sir, are you in great haste?”"
Chapter 31,“Quite seriously.”
Chapter 31,"“I have a purpose in asking,” resumed Fix. “Is it absolutely necessary"
Chapter 31,"that you should be in New York on the 11th, before nine o’clock in the"
Chapter 31,"evening, the time that the steamer leaves for Liverpool?”"
Chapter 31,“It is absolutely necessary.”
Chapter 31,"“And, if your journey had not been interrupted by these Indians, you"
Chapter 31,would have reached New York on the morning of the 11th?”
Chapter 31,“Yes; with eleven hours to spare before the steamer left.”
Chapter 31,“Good! you are therefore twenty hours behind. Twelve from twenty leaves
Chapter 31,eight. You must regain eight hours. Do you wish to try to do so?”
Chapter 31,“On foot?” asked Mr. Fogg.
Chapter 31,"“No; on a sledge,” replied Fix. “On a sledge with sails. A man has"
Chapter 31,proposed such a method to me.”
Chapter 31,"It was the man who had spoken to Fix during the night, and whose offer"
Chapter 31,he had refused.
Chapter 31,"Phileas Fogg did not reply at once; but Fix, having pointed out the"
Chapter 31,"man, who was walking up and down in front of the station, Mr. Fogg went"
Chapter 31,"up to him. An instant after, Mr. Fogg and the American, whose name was"
Chapter 31,"Mudge, entered a hut built just below the fort."
Chapter 31,"There Mr. Fogg examined a curious vehicle, a kind of frame on two long"
Chapter 31,"beams, a little raised in front like the runners of a sledge, and upon"
Chapter 31,which there was room for five or six persons. A high mast was fixed on
Chapter 31,"the frame, held firmly by metallic lashings, to which was attached a"
Chapter 31,large brigantine sail. This mast held an iron stay upon which to hoist
Chapter 31,"a jib-sail. Behind, a sort of rudder served to guide the vehicle. It"
Chapter 31,"was, in short, a sledge rigged like a sloop. During the winter, when"
Chapter 31,"the trains are blocked up by the snow, these sledges make extremely"
Chapter 31,rapid journeys across the frozen plains from one station to another.
Chapter 31,"Provided with more sails than a cutter, and with the wind behind them,"
Chapter 31,they slip over the surface of the prairies with a speed equal if not
Chapter 31,superior to that of the express trains.
Chapter 31,Mr. Fogg readily made a bargain with the owner of this land-craft. The
Chapter 31,"wind was favourable, being fresh, and blowing from the west. The snow"
Chapter 31,"had hardened, and Mudge was very confident of being able to transport"
Chapter 31,Mr. Fogg in a few hours to Omaha. Thence the trains eastward run
Chapter 31,frequently to Chicago and New York. It was not impossible that the lost
Chapter 31,time might yet be recovered; and such an opportunity was not to be
Chapter 31,rejected.
Chapter 31,Not wishing to expose Aouda to the discomforts of travelling in the
Chapter 31,"open air, Mr. Fogg proposed to leave her with Passepartout at Fort"
Chapter 31,"Kearney, the servant taking upon himself to escort her to Europe by a"
Chapter 31,better route and under more favourable conditions. But Aouda refused to
Chapter 31,"separate from Mr. Fogg, and Passepartout was delighted with her"
Chapter 31,decision; for nothing could induce him to leave his master while Fix
Chapter 31,was with him.
Chapter 31,It would be difficult to guess the detective’s thoughts. Was this
Chapter 31,"conviction shaken by Phileas Fogg’s return, or did he still regard him"
Chapter 31,"as an exceedingly shrewd rascal, who, his journey round the world"
Chapter 31,"completed, would think himself absolutely safe in England? Perhaps"
Chapter 31,Fix’s opinion of Phileas Fogg was somewhat modified; but he was
Chapter 31,"nevertheless resolved to do his duty, and to hasten the return of the"
Chapter 31,whole party to England as much as possible.
Chapter 31,At eight o’clock the sledge was ready to start. The passengers took
Chapter 31,"their places on it, and wrapped themselves up closely in their"
Chapter 31,"travelling-cloaks. The two great sails were hoisted, and under the"
Chapter 31,pressure of the wind the sledge slid over the hardened snow with a
Chapter 31,velocity of forty miles an hour.
Chapter 31,"The distance between Fort Kearney and Omaha, as the birds fly, is at"
Chapter 31,"most two hundred miles. If the wind held good, the distance might be"
Chapter 31,traversed in five hours; if no accident happened the sledge might reach
Chapter 31,Omaha by one o’clock.
Chapter 31,"What a journey! The travellers, huddled close together, could not speak"
Chapter 31,"for the cold, intensified by the rapidity at which they were going. The"
Chapter 31,sledge sped on as lightly as a boat over the waves. When the breeze
Chapter 31,came skimming the earth the sledge seemed to be lifted off the ground
Chapter 31,"by its sails. Mudge, who was at the rudder, kept in a straight line,"
Chapter 31,and by a turn of his hand checked the lurches which the vehicle had a
Chapter 31,"tendency to make. All the sails were up, and the jib was so arranged as"
Chapter 31,"not to screen the brigantine. A top-mast was hoisted, and another jib,"
Chapter 31,"held out to the wind, added its force to the other sails. Although the"
Chapter 31,"speed could not be exactly estimated, the sledge could not be going at"
Chapter 31,less than forty miles an hour.
Chapter 31,"“If nothing breaks,” said Mudge, “we shall get there!”"
Chapter 31,Mr. Fogg had made it for Mudge’s interest to reach Omaha within the
Chapter 31,"time agreed on, by the offer of a handsome reward."
Chapter 31,"The prairie, across which the sledge was moving in a straight line, was"
Chapter 31,as flat as a sea. It seemed like a vast frozen lake. The railroad which
Chapter 31,ran through this section ascended from the south-west to the north-west
Chapter 31,"by Great Island, Columbus, an important Nebraska town, Schuyler, and"
Chapter 31,"Fremont, to Omaha. It followed throughout the right bank of the Platte"
Chapter 31,"River. The sledge, shortening this route, took a chord of the arc"
Chapter 31,described by the railway. Mudge was not afraid of being stopped by the
Chapter 31,"Platte River, because it was frozen. The road, then, was quite clear of"
Chapter 31,"obstacles, and Phileas Fogg had but two things to fear—an accident to"
Chapter 31,"the sledge, and a change or calm in the wind."
Chapter 31,"But the breeze, far from lessening its force, blew as if to bend the"
Chapter 31,"mast, which, however, the metallic lashings held firmly. These"
Chapter 31,"lashings, like the chords of a stringed instrument, resounded as if"
Chapter 31,vibrated by a violin bow. The sledge slid along in the midst of a
Chapter 31,plaintively intense melody.
Chapter 31,"“Those chords give the fifth and the octave,” said Mr. Fogg."
Chapter 31,"These were the only words he uttered during the journey. Aouda, cosily"
Chapter 31,"packed in furs and cloaks, was sheltered as much as possible from the"
Chapter 31,"attacks of the freezing wind. As for Passepartout, his face was as red"
Chapter 31,"as the sun’s disc when it sets in the mist, and he laboriously inhaled"
Chapter 31,"the biting air. With his natural buoyancy of spirits, he began to hope"
Chapter 31,"again. They would reach New York on the evening, if not on the morning,"
Chapter 31,"of the 11th, and there were still some chances that it would be before"
Chapter 31,the steamer sailed for Liverpool.
Chapter 31,"Passepartout even felt a strong desire to grasp his ally, Fix, by the"
Chapter 31,"hand. He remembered that it was the detective who procured the sledge,"
Chapter 31,"the only means of reaching Omaha in time; but, checked by some"
Chapter 31,"presentiment, he kept his usual reserve. One thing, however,"
Chapter 31,"Passepartout would never forget, and that was the sacrifice which Mr."
Chapter 31,"Fogg had made, without hesitation, to rescue him from the Sioux. Mr."
Chapter 31,Fogg had risked his fortune and his life. No! His servant would never
Chapter 31,forget that!
Chapter 31,"While each of the party was absorbed in reflections so different, the"
Chapter 31,sledge flew past over the vast carpet of snow. The creeks it passed
Chapter 31,over were not perceived. Fields and streams disappeared under the
Chapter 31,uniform whiteness. The plain was absolutely deserted. Between the Union
Chapter 31,Pacific road and the branch which unites Kearney with Saint Joseph it
Chapter 31,"formed a great uninhabited island. Neither village, station, nor fort"
Chapter 31,"appeared. From time to time they sped by some phantom-like tree, whose"
Chapter 31,white skeleton twisted and rattled in the wind. Sometimes flocks of
Chapter 31,"wild birds rose, or bands of gaunt, famished, ferocious prairie-wolves"
Chapter 31,"ran howling after the sledge. Passepartout, revolver in hand, held"
Chapter 31,himself ready to fire on those which came too near. Had an accident
Chapter 31,"then happened to the sledge, the travellers, attacked by these beasts,"
Chapter 31,would have been in the most terrible danger; but it held on its even
Chapter 31,"course, soon gained on the wolves, and ere long left the howling band"
Chapter 31,at a safe distance behind.
Chapter 31,About noon Mudge perceived by certain landmarks that he was crossing
Chapter 31,"the Platte River. He said nothing, but he felt certain that he was now"
Chapter 31,within twenty miles of Omaha. In less than an hour he left the rudder
Chapter 31,"and furled his sails, whilst the sledge, carried forward by the great"
Chapter 31,"impetus the wind had given it, went on half a mile further with its"
Chapter 31,sails unspread.
Chapter 31,"It stopped at last, and Mudge, pointing to a mass of roofs white with"
Chapter 31,"snow, said: “We have got there!”"
Chapter 31,"Arrived! Arrived at the station which is in daily communication, by"
Chapter 31,"numerous trains, with the Atlantic seaboard!"
Chapter 31,"Passepartout and Fix jumped off, stretched their stiffened limbs, and"
Chapter 31,aided Mr. Fogg and the young woman to descend from the sledge. Phileas
Chapter 31,"Fogg generously rewarded Mudge, whose hand Passepartout warmly grasped,"
Chapter 31,and the party directed their steps to the Omaha railway station.
Chapter 31,The Pacific Railroad proper finds its terminus at this important
Chapter 31,Nebraska town. Omaha is connected with Chicago by the Chicago and Rock
Chapter 31,"Island Railroad, which runs directly east, and passes fifty stations."
Chapter 31,A train was ready to start when Mr. Fogg and his party reached the
Chapter 31,"station, and they only had time to get into the cars. They had seen"
